companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url
Anacle Systems Limited,NA,Full Stack Software Engineer,Singapore,"Develop web application prototypes, new technologies and products Build highly responsive and scalable web applications Build fully functional web applications, writing clean and maintainable code Build web applications with interfaces to backend database Build regularly automated tasks to perform functions specific to the project requirements Build interfaces to exchange data between various third-party systems Resolve defects, and generally ensure accuracy, integrity, inter-operability and completeness of system Troubleshoot and debug to optimize performance Prepare and deliver software related documentation Provide timely updates to the web application Provide support and maintenance of existing software web application projects Respond to users in a timely manner Work with fellow software engineers to coordinate the development effort and ensure overall consistency in the coding and the interfacing between various components and sub-systems in order to achieve a full functioning solution. Work with consultants to craft user stories, assess feasibility and build demo showcase Work with consultants and senior engineers to develop test scenarios to ensure full functionality of system before user acceptance test Work with customers and partners, both internal and external where there will be collaboration for knowledge transfer. At least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma or Professional Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent. Fresh graduate, or up to 2 years of relevant working experience Tech Stack Requirements: ASP.NET Framework 4.5 or .NET Core, C#, HTML, CSS, Javascript, SQL Server Good problem solving, logical reasoning, planning and time management skills Effective communication and technical writing skills Strong interest in software engineering Willingness to learn on the job, and constantly eager to learn new skills on one’s own Ability to work well in teams and also independently in a fast-paced environment Familiarity with mobile application development (with Xamarin) is a plus. Familiarity with backend API development (with .NET technologies) is a plus. Domain knowledge in accounting, or procurement, or inventory management, or leasing, or computerized maintenance management, or billing, or resource booking, or Enterprise Resource Planning is a plus Cell phone reimbursement Health insurance Professional development Monday to Friday Performance bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=0000018288b6e58ca4901efbe2279496&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a340b4f3&cb=1660151064320&jobListingId=1007850377463&jrtk=3-0-1ga4bdpe7i9gl801-1ga4bdpetitmq800-efb3291bc6601324-
Titansoft Pte Ltd,4.2,Software Developer,Singapore,"Apply your expertise on our web applications using C#, ASP.NET and SQL Integrate awesome web applications with database or API-driven back-ends Design incredible templates for users' ease of use Enjoy solving problems with your team before they even turn into one Challenge ideas and spawn something revolutionary Work in a dynamic, collaborative and non-hierarchical team to break new grounds 0 - 2 years of technical expertise in the software industry (fresh graduates definitely welcome! Knowledge and experience on industry best practices, such as Test-Driven Development and Clean Code Passionate about life and how to make it better through technology Continuously seek improvements in our products, processes and people Constantly honing programming techniques and developing new skills 18 days of rest and relaxation for each year (P.S. It gets even better over the years!) Competitive salaries and bonuses bench-marked against big players in the industry (Yeap, those companies!) Flexible working hours (Sleep in a little longer after fixing that pesky bug from last night) Comprehensive insurance coverage Very well-stocked pantry (We've never heard of the term 'Hunger Games', nope) Communities of Practice and Workshops catered for your growth and learning Substantial subsidies and programs to keep that creative flow while having fun (Health promotion program, annual overseas company outing, an annual dinner that nobody will ever forget, etc.) Hardcore work and hardcore fun! Cell phone reimbursement Flexible schedule Health insurance Parental leave Professional development Work from home Flexible hours Monday to Friday 13th month salary Performance bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1136043&s=58&guid=0000018288b6e58ca4901efbe2279496&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a6123c45&cb=1660151064320&jobListingId=1007839709621&jrtk=3-0-1ga4bdpe7i9gl801-1ga4bdpetitmq800-cc714a31954238ee-
companyName,company_starRating,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url
Titansoft Pte Ltd,4.2,Software Developer,Singapore,"Apply your expertise on our web applications using C#, ASP.NET and SQL Integrate awesome web applications with database or API-driven back-ends Design incredible templates for users' ease of use Enjoy solving problems with your team before they even turn into one Challenge ideas and spawn something revolutionary Work in a dynamic, collaborative and non-hierarchical team to break new grounds 0 - 2 years of technical expertise in the software industry (fresh graduates definitely welcome! Knowledge and experience on industry best practices, such as Test-Driven Development and Clean Code Passionate about life and how to make it better through technology Continuously seek improvements in our products, processes and people Constantly honing programming techniques and developing new skills 18 days of rest and relaxation for each year (P.S. It gets even better over the years!) Competitive salaries and bonuses bench-marked against big players in the industry (Yeap, those companies!) Flexible working hours (Sleep in a little longer after fixing that pesky bug from last night) Comprehensive insurance coverage Very well-stocked pantry (We've never heard of the term 'Hunger Games', nope) Communities of Practice and Workshops catered for your growth and learning Substantial subsidies and programs to keep that creative flow while having fun (Health promotion program, annual overseas company outing, an annual dinner that nobody will ever forget, etc.) Hardcore work and hardcore fun! Cell phone reimbursement Flexible schedule Health insurance Parental leave Professional development Work from home Flexible hours Monday to Friday 13th month salary Performance bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_868cf28f&cb=1660151216520&jobListingId=1007839709621&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-cc714a31954238ee-
iZeno,3.0,Software Engineer (PHP),Singapore,"Writing maintainable and extensible PHP code Design, develop, deploy and support Business Applications (E.g. SugarCRM) Implement CRM project Collaborate with others in an open environment Diploma/Professional certificate/Bachelor Degree in Computer Science/Information Technology or equivalent Minimum 1 year relevant working experience preferred, fresh graduates may be considered Experience in CRM implementation projects Deep understanding of Algorithms Thorough understanding of Performance and Scalability Understanding of Data Modelling and application design Required skills: PHP Strong analytical skills and problem solver Hybrid mode: 9 days per month work from home (remote) An exciting job with latest technology Continuous training & development of soft and hard skills A competitive salary, inline with your profile A package of benefits including healthcare insurance An awesome team of colleagues & regular team building activities The ability to work with the world’s leading companies in technology and innovation An environment where we embrace openness, transparency and grab every opportunity to have fun, while always doing what is right for our customers and partners.",https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fb997ea4&cb=1660151216522&jobListingId=1007766969584&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-5c912a9ae1ae3af8-
NextLabs Inc.,3.3,Software Engineer (Java),Singapore,"Write well structured, testable, efficient, reusable, maintainable and scalable code. Collaborate with global teams to define, design, and develop cutting edge software applications, micro services and APIs on cloud using Java. Stay up-to-date with software technologies and methodologies. Work with Professional Services to ensure solution is supportable. Possess at least a Bachelor’s Degree/Diploma in computer science or a related field. Good understanding of software architecture, programming practices and design patterns in Java. Hands-on in Spring Boot, Spring MVC frameworks, Hibernate, Junit, Gradle/Maven. Experience in building REST APIs. Working knowledge of one or more RDMS like Postgresql, Oracle, Microsoft SQL. Experience with Docker and orchestration frameworks like Kubernetes is a plus. Understanding of one or more cloud platforms like AWS, GCP, Azure, OpenShift, Rancher is a plus. Basic knowledge of UNIX, shell scripting. Strong organizational and communication skills. Strong analytical skills. Self-motivated and ability to learn new technologies.",https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&cs=1_1dbc6b21&cb=1660151216526&jobListingId=1007898774479&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-20ad270e1734723a-
Indeed,4.4,Software Engineer I (multiple roles) - Job Seeker,Singapore,"
1+ years experience as a Software Engineer successfully tackling challenging problems at scale 
Solid knowledge of data structures and algorithms and excellent programming skills 
Experience with Java, Javascript, Typescript, React 
Demonstrated ability to operate as a high-performing member of a small, cross-functional team",https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&cs=1_dd597ca4&cb=1660151216522&jobListingId=1007133972533&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-ebd90491e5a5306e-
Indeed,4.4,Software Engineer II (multiple roles),Singapore,"
BS in Computer Science or equivalent practical experience 
2+ years experience in software development 
Demonstrated ability to operate as a high-performing member of a small, cross-functional team 
Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to a variety of audiences 
Knowledge of Java, React, Spring Framework, Protobuf, ReST, GraphQL and JSON.",https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&cs=1_543057cc&cb=1660151216521&jobListingId=1006860324607&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-66b754c47f4a259b-
LEDR Pte Ltd,NA,Software Engineer,Singapore,Additional leave Flexible schedule Work from home Flexible hours Bachelor's or equivalent (Preferred) Programming: 4 years (Required),https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c6a75343&cb=1660151216521&jobListingId=1008058385936&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-ea951d8c27b136e6-
Palazon Technology Pte Ltd,2.5,Web Developer,Singapore,"Working projects on web application design, development and maintenance. Designing, prototyping, testing and documenting web applications based on system specifications and requirements. Delivering results/milestones on-time with high level of quality and customer satisfaction. Providing technical support for web applications. Minimum Diploma holders or above in IT or Software. Proficiency in HTML, Javascript and CSS is a must. Proficiency in MySQL, or other relational databases. Experience in PHP, Python or Java is a must. Experience in version control tools. Ability to learn new skills quickly. Passion in software coding and design. Excellent problem-solving skills, with the ability to design and devise logic on your own. Excellent communication skills along with basic know-how of Agile/Scrum. Additional leave Cell phone reimbursement Dental insurance Flexible schedule Health insurance Professional development Promotion to permanent employee Work from home Monday to Friday Commission pay Overtime pay Performance bonus Yearly bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_eca4f54a&cb=1660151216526&jobListingId=1008037260466&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-b5c99f156ad93221-
Globotron (S) Pte Ltd,NA,Software Engineer,Singapore,"Prepare IT Status report Maintain and perform code change, where necessary Attend to client’s request on software and application related request Modify interfaces to exchange data between various third-party systems Provide support and maintenance of existing software application Respond to users in a timely manner Work with customers and partners Min 2 years of relevant working experience Experience Software Engineer with system engineering background Good problem solving, logical reasoning, planning and time management skills Effective communication and technical writing skills Independent and self-motivated Ability to work well in teams and also independently in a fast-paced environment Tech Stack Requirements: .Net Framework, Balazor, ASP.NET, C#, MySQL, Core Java, Multi-threading, Swing, ActiveMQ, CORBA Visibroker, Oracle ASM Database, Apache Ant, Maven Cell phone reimbursement Monday to Friday 13th month salary Yearly bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_dafadd05&cb=1660151216526&jobListingId=1008052237327&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-c31326bdac6b7817-
"JPMorgan Chase Bank, N.A.",3.7,Software Engineer- Analyst,Singapore,"Bachelor's degree in Engineering, Computer Science or related disciplines.
 Minimum 1 year of software engineering experience, preferably within the Financial Services sector
 Enthusiastic, self-motivated, strong interest in learning, resilient
 Strong analytical and problem solving skills, bring innovative and new ideas to the table
 Comfortable multi-tasking with minimal supervision
 Ability to work in large, collaborative teams across geographical boundaries to achieve organizational goals
 Eagerness to take accountability/ownership of work, have real business impact, collaborate with a global community of developers sharing the technology and code base.
 Proficiency in one or more modern programming languages and willingness to pick up skill on new and legacy technology
 Understanding of Foreign exchange & Fixed Income products will be considered favorably
",https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&cs=1_3608e6fb&cb=1660151216523&jobListingId=1008039174035&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-c7661a960427bf98-
INTENSECOMP PTE. LTD.,NA,Software Engineer,Remote,Dental insurance Flexible schedule Professional development Work from home Monday to Friday 13th month salary Performance bonus Yearly bonus Software Programming: 1 year (Preferred) 50% (Required),https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_656b677c&cb=1660151216524&jobListingId=1008010242891&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-cd8a37fc96a1abe9-
Rolls-Royce,4.0,Software Engineer (Python/SQL),Singapore,"
Working with colleagues to understand and implement requirements 
Delivering the data supply chain, understanding how data is ingested from different sources and combined / transformed into a single data set. 
Understanding how to analyse, cleanse, join and transform data. 
Implementing reusable data solutions and software frameworks for complex data processing requirements 
Implementing designed / specified solutions into the chosen platform 
Working with colleagues to ensure that the on-prem/cloud infrastructure available is capable of meeting the solution requirements. 
Planning, designing and conducting tests of the implementations, correcting errors and re-testing to achieve an acceptable result. 
Appreciate how to manage the data including; security, archiving, structure and storage. 
Degree level education in Mathematics, Scientific, Computing or Engineering discipline or equivalent experience with demonstrated working experience at various levels of Data Engineering/Software Engineering roles 
Experience building, optimizing and automating Big Data pipelines, architectures and data sets using MS Azure (or similar cloud platforms) data management and processing components through IaaS/PaaS/SaaS implementation models implemented through custom solutions 
Proficiency in Python scripting. Experience in using different python modules for data munging and implementing processing frameworks 
Experience in designing solutions using databases and data storage technology using RDBMS (MS SQL Server) and NoSQL data stores. 
Be up to date with data processing technology / platforms such as Spark (Databricks) 
Experienced in Azure DevOps 
Experience of working in tightly regulated industry is desirable 
Experience with at least one ETL and/or data integration tool such as Informatica, Datastage, SSIS or MuleSoft is highly desirable 
Good understanding of infrastructure components and their fit in different types of data solutions 
Experience of designing solutions deployed on Microsoft and Linux operating systems 
Experience of working in an agile environment, within a self-organising team.",https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&cs=1_01123a73&cb=1660151216525&jobListingId=1007136949657&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-66968e493beebe1b-
CrimsonLogic Pte Ltd,4.1,Software Engineer Intern,Singapore,"Analyze requests for enhancements/changes and write amendment/program specifications Update system documentation Perform and manage stages of the SDLC and participate in the systems review with Project Lead/Manager Understand the interdependencies of the services (application, system and database) and able to pin-point problem areas accurately to improve overall efficiency Design and document system design, architecture and propose appropriate technologies and tools required to implement systems; and ensure users sign-off on design specifications Use development tools to develop applications for better productivity Develop test cases, conduct SIT, load test and tune the performance of systems to meet SLA Basic knowledge in Java, Python, C# Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5242b9b3&cb=1660151216526&jobListingId=1007997373501&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-801fd49c18e6b617-
GRG Equipment (Singapore) Pte. Ltd,NA,Software Developer,Singapore,Cell phone reimbursement Professional development Promotion to permanent employee Flexible hours Monday to Friday,https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b2921fa0&cb=1660151216525&jobListingId=1008054917783&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-5fcb6621737833e3-
Wiley Edge( formerly mthree),NA,Graduate Software Engineer,Singapore,"Participate and contribute in the entire implementation process for new applications and enhancements to existing applications Provide input on the overall solution design Build and test applications Meet with business partners to understand business needs Conduct root cause analysis and implement basic performance tuning Responsible for ensuring the solution meets business needs B.S., Computer Science, MIS or within a STEM related subject 3.0 GPA or higher Development experience Solid software engineering principles (data structures, OO, design patterns, multithreading) Good trouble shooting and debugging skills Understanding of COBOL, JAVA, JSP, Supertool, PL/SQL, UNIX shell scripting, etc. Amisys, Facets or other claims management system experience a plus. Working knowledge of database concepts (SQL, stored procs, schema design) Understanding of the formal software development lifecycle (SDLC) Understanding of test-driven development Fully paid, in-depth and interactive training with a diverse group of like-minded graduates, delivered by experts with working knowledge of the field. A competitive graduate salary Pay increases every 6 months A flexible benefits package Ongoing training and pastoral care Invaluable industry experience and the opportunity to start a career in a desirable and competitive industry Professional development Monday to Friday Bachelor's or equivalent (Required)",https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_873d4e5f&cb=1660151216521&jobListingId=1007967703677&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-2e2d3ff0e2a933f2-
Indeed,4.4,Staff Software Engineer (multiple roles),Singapore,"
Improve our current products to better match job seekers and employers in specific high priority and strategic markets 
Architect new solutions and validate new ideas by either building on top of existing solutions or by prototyping new products 
Identify system architecture and product design improvements to better support feature development and integration with new products for job seekers in all international markets 
Mentor engineers and provide feedback on software architecture designs and implementations of new products and features. 
Strong sense of ownership in everything they build, able to build new products from scratch quickly 
Comfortable working in other teams’ code bases 
BS in Computer Science or related area, or relevant work experience 
7+ years of experience in software development 
Experience building scalable, distributed, highly-available systems 
Knowledge of Java, React, Spring Framework, Protobuf, REST, gRPC, GraphQL and JSON 
Experience in building Machine Learning pipelines desired",https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&cs=1_69def441&cb=1660151216522&jobListingId=1007285082715&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-d2f785ec70a7f6aa-
ITCAN Pte Ltd,4.0,"Cloud Engineer, Information Technology",Singapore,"Participate in Cloud Migrations for VMs using tools like AWS / Azure. Ability to codify or maintain cloud systems in an automated fashion using tools like Ansible, Terraform etc with proper documentation Apply technical knowledge, hands-on and customer insights to operate and administrate a cloud infrastructure Ensure all configuration conforms to high levels of performance, security, scalability, maintainability, and appropriate reusability and reliability upon deployment, aligning to design documentation specifications Ability to codify or implement/deploy configurations with the principles of automation by default in new projects with proper documentations Collaborate with team members to engage clients in operational meetings, discussions, process betterment and contribute to optimisations for the client’s environment Maintain technical skills, certifications and knowledge of market trends and competitive insights; collaborate and share with the technical community specifically in the cloud space Ability to manage issues with proper resolution/documentation and SLAs is required for this role Day shift Flexible hours Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_51fabeb1&cb=1660151216526&jobListingId=1008004808993&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-9cbcf0aa8189a3af-
DBS Bank,3.9,Middleware Software engineer,Singapore,"Develop/Maintain Middleware software to support Distributed Batch Jobs and Distributed processing Develop/Maintain Middleware software to support Test Environment Provisioning Develop/Maintain Middleware software to support Auto-scaling for different infrastructure (VM/cloud/Kubernetes) Build/Maintain tools to support Release management and Test Maintain documentation and test coverage Root cause analysis, management communication and client relationship management in partnership with Infrastructure Service Support team members Responsible for handling Release Management, raising Change Request and scheduling for the implementation of fixes and enhancements. Root cause analysis, management communication and client relationship management in partnership with Infrastructure Service Support team members. Ensures all production changes are made in accordance with life-cycle methodology and risk guidelines Application Support, Deployment of Release, patches & fixes on Platform Experience in backend development in Spring Boot/Quarkus Experience with Caching Databases such as Redis, Hazelcast, Memcache Experience with relational databases such as MariaDB, Sybase Experience with deployment on different infrastructures such as Kubernetes/Virtual Machines Experience in micro-service design such service discovery, service load-balancing, Saga pattern, auto-scaling and fault tolerance Experience with Clustering and coordination with ZooKeeper/Curator or ETCD Experience with CI/CD tools such as Jenkins/Bamboo Experience with SPA development in ReactJS/Vue.js/Angular/LitElements Experience with PERL scripts",https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&cs=1_c29763d1&cb=1660151216526&jobListingId=1008063871920&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-78bca93ba3e73ead-
LeadingSide Pte Ltd,NA,Senior/Junior Software Engineer,Singapore,"We are seeking a Java, C++ or .Net developer to join the development team Ensure program modifications and development meets user defined requirement and program specifications.
 Developing and/ or enhancing existing software product/ project Analyze and troubleshoot issues related to the system Diploma or Degree in Computer Science, Engineering or related courses
 Possess Object Oriented knowledge, Java, C++ and .Net Experienced in Database/SQL knowledge such as MySQL, MSSQL, Informix, Oracle or DB2 Candidate should be able to work under pressure and deliver on tight schedules Ability to work in teams as well as alone
 Junior to Senior; 0 - 5 years experience (fresh graduates are encouraged to apply) Required language: English",https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&cs=1_531b0809&cb=1660151216526&jobListingId=1007584295438&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-692c6ae6a8806d80-
Equotix Pte Ltd,NA,Web Development Engineer,Singapore,"
Full stack web development (front end + back end) 
Deploy and test new or existing web applications 
Write high-quality, clean, elegant and maintainable code 
Enjoy programming 
Perfect written English 
Possess at least a Diploma or GCE 'A' level certificate 
Strong knowledge and background in any programming language 
Experience in software development or any relevant projects 
Proficiency in at least two programming language or technology including, but not limited to PHP, Javascript/jQuery, HTML, CSS, MySQL will be beneficial but not obligatory 
A team player, willing to help other developers, share knowledge and care about the software that you build 
Fresh graduates with no experience in web development are welcomed",https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&cs=1_11a7de34&cb=1660151216523&jobListingId=1007630684298&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-86c17fd077afea55-
Castec Singapore Pte. Ltd.,NA,Software Application Engineer,Singapore,Monday to Friday 13th month salary,https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4df3d198&cb=1660151216524&jobListingId=1007958527177&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-33753a14f0749d37-
Titansoft Singapore,4.2,Software Developer,Singapore,"Apply your expertise on our web applications using C#, ASP.NET and SQL 
Integrate awesome web applications with database or API-driven back-ends 
Design incredible templates for users' ease of use 
Enjoy solving problems with your team before they even turn into one 
Challenge ideas and spawn something revolutionary 
Work in a dynamic, collaborative and non-hierarchical team to break new grounds 
0 - 2 years of technical expertise in the software industry (fresh graduates definitely welcome!) 
Knowledge and experience on industry best practices, such as Test-Driven Development and Clean Code 
Passionate about life and how to make it better through technology 
Continuously seek improvements in our products, processes and people 
Constantly honing programming techniques and developing new skills 18 days of rest and relaxation for each year (P.S. It gets even better over the years!)
 Competitive salaries and bonuses bench-marked against big players in the industry (Yeap, those companies!)
 Flexible working hours (Sleep in a little longer after fixing that pesky bug from last night)
 Comprehensive insurance coverage
 Very well-stocked pantry (We've never heard of the term 'Hunger Games', nope)
 Communities of Practice and Workshops catered for your growth and learning
 Substantial subsidies and programs to keep that creative flow while having fun (Health promotion program, annual overseas company outing, an annual dinner that nobody will ever forget, etc.)
 Hardcore work and hardcore fun!",https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&cs=1_2d97bbab&cb=1660151216526&jobListingId=1005596425657&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-7db057a702f588ea-
MasterCard,4.3,Software Engineer,Singapore,"Are you passionate about software engineering? Do you enjoy seeing your code have real-world impact on a wide range of customers and important problems? Do you want to join a company that offers a competitive benefits program that attracts and retains the most talented engineers around the world? Do you want to work for a company that offers additional benefits that match our values such as flexible work hours, paid volunteer days, charitable matching, and tuition assistance? Do you thrive in a place where you are continuously learning more while growing your skills and career? Do you want to join an inclusive culture where employees, in all their diversity, feel valued, respected, and who can bring their authentic selves to work? Learn more at Mastercard’s Corporate Sustainability Report. A hands-on engineer who writes high-quality code with a focus on security, design, and maintainability. Contribute to all phases of software development from design through rollout. Have strong ownership of your team’s software including monitoring, dependencies, build, and deployments. Communicate, collaborate and work effectively in a global environment. Currently enrolled in your final year of a bachelor’s or accelerated master’s program Strong foundation in algorithms, data structures, and core computer science concepts. Proficiency in one or more general-purpose programming languages such as Java, JavaScript, C#, Python, etc. Strong written and verbal English communication skills. Strong analytical and excellent problem-solving skills. 
Abide by Mastercard’s security policies and practices; 
Ensure the confidentiality and integrity of the information being accessed; 
Report any suspected information security violation or breach, and 
Complete all periodic mandatory security trainings in accordance with Mastercard’s guidelines.",https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&cs=1_4684ea34&cb=1660151216520&jobListingId=1008056288919&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-fe1ce0b32e6137c1-
Anacle Systems Limited,NA,Full Stack Software Engineer,Singapore,"Develop web application prototypes, new technologies and products Build highly responsive and scalable web applications Build fully functional web applications, writing clean and maintainable code Build web applications with interfaces to backend database Build regularly automated tasks to perform functions specific to the project requirements Build interfaces to exchange data between various third-party systems Resolve defects, and generally ensure accuracy, integrity, inter-operability and completeness of system Troubleshoot and debug to optimize performance Prepare and deliver software related documentation Provide timely updates to the web application Provide support and maintenance of existing software web application projects Respond to users in a timely manner Work with fellow software engineers to coordinate the development effort and ensure overall consistency in the coding and the interfacing between various components and sub-systems in order to achieve a full functioning solution. Work with consultants to craft user stories, assess feasibility and build demo showcase Work with consultants and senior engineers to develop test scenarios to ensure full functionality of system before user acceptance test Work with customers and partners, both internal and external where there will be collaboration for knowledge transfer. At least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma or Professional Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent. Fresh graduate, or up to 2 years of relevant working experience Tech Stack Requirements: ASP.NET Framework 4.5 or .NET Core, C#, HTML, CSS, Javascript, SQL Server Good problem solving, logical reasoning, planning and time management skills Effective communication and technical writing skills Strong interest in software engineering Willingness to learn on the job, and constantly eager to learn new skills on one’s own Ability to work well in teams and also independently in a fast-paced environment Familiarity with mobile application development (with Xamarin) is a plus. Familiarity with backend API development (with .NET technologies) is a plus. Domain knowledge in accounting, or procurement, or inventory management, or leasing, or computerized maintenance management, or billing, or resource booking, or Enterprise Resource Planning is a plus Cell phone reimbursement Health insurance Professional development Monday to Friday Performance bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_83de7a39&cb=1660151216520&jobListingId=1007850377463&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-efb3291bc6601324-
HASHSTACS PTE. LTD.,4.0,Frontend Software Engineer (Remote),Singapore,B.S. or M.S. in Computer Science or equivalent degree or experience UX Design experience Relevant work experience with React.js and web applications Experience with 1 or more cloud platforms (AWS is a plus) Parental leave Work from home Monday to Friday Performance bonus Bachelor's or equivalent (Preferred) software engineering: 2 years (Preferred),https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1136043&s=58&guid=0000018288b9382892919f8f42a08d5a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ca7c59b5&cb=1660151216526&jobListingId=1008040510043&jrtk=3-0-1ga4bie2djoom801-1ga4bie2snce1800-a0c2c6c4b224b7b3-
